street_number,latitude,longitude,name_and_business,icon
297,-31.9466576,115.8604138,"1/297 - Beer and Skewers, Restaurant
2/297 - Icey Ice iDesserts, Cafe/Restaurant",restaurant
305,-31.94648533,115.8604878,"1/305 - An's Kitchen, Restaurant
2/305 - Baby Mammoth, Restaurant",restaurant
310,-31.94673274,115.8611876,"1/310 - The Grid, GP Virtual Racing (Ground Floor)
1/310 Little C's Pizzeria
Sakari Japanese Restaurant (upstairs)",motorbike
253,-31.94776862,115.8599617,"253A - Seoul Buffet Korean Bbq and Steamboat
253 - Britannia Hostel",restaurant
301,-31.94659881,115.8604849,"297 - 301? - Tra Vinh, Vietnamese Restaurant",restaurant
457,-31.94292954,115.8627757,6/ Okay VIetnamese Restaurant,restaurant
283,-31.94698423,115.8602296,Aida Cafe/Restaurant/Club,restaurant
458,-31.94317053,115.8634753,Beau Est Mien,paint
179,-31.94959135,115.8587798,Bookend,book
209,-31.94879218,115.8590149,Brass Monkey Hotel,bar
201,-31.94911609,115.8590955,Busy Bee Pharmacy,chemist
202,-31.94926489,115.8596251,Busy Bee Pharmacy,chemist
203,-31.9488892,115.8591715,Busy Bee Pharmacy,chemist
204,-31.94910508,115.8594716,Busy Bee Pharmacy,chemist
205,-31.94880761,115.8591788,Busy Bee Pharmacy,chemist
454,-31.94330684,115.8634609,Daphne Cafe,restaurant
319,-31.94620335,115.8606847,Emma's Seafoods Yong Tofu,conveniencestore
321,-31.94610856,115.8609936,Emma's Seafoods Yong Tofu,conveniencestore
171,-31.94957601,115.8584406,Exotic Body Piercing,jewelry
289,-31.94683119,115.8602775,"Fi & Co, Clothing Store",clothing
316,-31.94649585,115.8612172,Golden Gate,conveniencestore
194,-31.94941671,115.859287,Govindas,restaurant
245,-31.94790057,115.8597413,Han's Cafe,restaurant
195,-31.94920109,115.8588771,Is Donburi,restaurant
269,-31.94740264,115.8600358,Joy Cafe,restaurant
264,-31.94771803,115.8605186,Joy Tours,travel
183,-31.94951054,115.8586061,Kakulas Bros,conveniencestore
416,-31.94404216,115.8626706,Lido,restaurant
223,-31.94844474,115.8592411,Lucky 7 Star Convenience Store,conveniencestore
178,-31.94968645,115.8591091,Maestro For Hair (?),barber
240,-31.94836263,115.8600935,Marchesi Menswear,clothing
291,-31.9469162,115.8604691,"Maya Masala Indian Brasserie, Restaurant",restaurant
220,-31.94866627,115.8597278,Merge Clothing,clothing
275,-31.94734862,115.8602113,Ming's BBQ House,restaurant
280,-31.94743696,115.8606579,Noise Pollution Records,music
227,-31.94834561,115.8592294,Northbridge Newsagency,newsagent
212,-31.94885227,115.859655,Northside Books (formerly New Edition),book
229,-31.94844319,115.8595764,OnC Hair Studio,barber
265,-31.9475248,115.8599565,Optima Vision,glasses
260,-31.94779306,115.8604792,Outre Gallery,gallery
267,-31.94741123,115.8599239,Paper Mountain,gallery
274,-31.94753361,115.8605314,Periscop Clothing,clothing
427,-31.94347402,115.8624159,Perth Mosque,mosque
225,-31.9483446,115.859377,Peterpans Adventure Travel,travel
200,-31.94924329,115.8594237,"Sauma, Modern Indian Restaurant",restaurant
261,-31.94753858,115.8598932,Sicari Stationary,newsagent
174,-31.94991909,115.8592779,State Theatre Centre of WA,theatre
176,-31.94983733,115.859171,State Theatre Centre of WA,theatre
318,-31.94642282,115.8611516,"Sun Cafe/SunBBQ (upstairs), Cafe/Restaurant",restaurant
320,-31.94656194,115.8613236,SunBBQ Restaurant,restaurant
181,-31.94954489,115.8586796,The Bird,gallery
276,-31.947572,115.86053,The Butcher Shop,pen
333,-31.94574973,115.8612267,The Salvation Army State Headquarters Fortress Corps,church
460,-31.94308452,115.8632627,Tony Yozzi Sports,gun
173,-31.9496606,115.8587358,Turnstyle Collectables,craft
241,-31.94805008,115.8594873,U &I 24 hr pho,restaurant
221,-31.94854888,115.859505,Universal Bar,bar
271,-31.9473071,115.8599129,WA Chinese Videos?,movierental
273,-31.94731009,115.8600155,WA Chinese Videos?,movierental
456,-31.94330654,115.8632512,Westons Barber Shop,barber
314,-31.94656903,115.8611818,William Nails & Beauty Centre,nails
452,-31.94322058,115.8631956,William Topp,homewares
230,-31.94851167,115.8598722,Xotica,stripclub
